timestamp_utc,timestamp,open,high,low,close,volume,turnover
2024-01-02 21:30:43.072000+00:00,1704231000000,2354.2,2368.8,2354.19,2368.8,7796.42,18422430.2988
2024-01-02 22:29:42.016000+00:00,1704234600000,2368.45,2368.45,2359.35,2361.2,7304.79,17265554.4682
2024-01-02 23:00:17.024000+00:00,1704236400000,2361.2,2363.92,2355.25,2360.95,7589.9,17901982.0756
2024-01-02 23:30:52.032000+00:00,1704238200000,2360.95,2365.0,2352.46,2357.13,11264.3,26567175.7615
2024-01-03 00:29:50.976000+00:00,1704241800000,2353.89,2369.91,2352.71,2363.55,7392.94,17472009.3649
2024-01-03 01:00:25.984000+00:00,1704243600000,2363.55,2371.1,2362.24,2370.22,8207.73,19435100.7117
2024-01-03 01:31:00.992000+00:00,1704245400000,2370.22,2377.77,2368.2,2375.3,5462.45,12965010.9202
2024-01-03 02:29:59.936000+00:00,1704249000000,2378.2,2380.98,2369.62,2371.26,5887.3,13982334.3912
2024-01-03 03:00:34.944000+00:00,1704250800000,2371.26,2372.84,2366.49,2370.47,4963.23,11759366.1804
2024-01-03 03:28:58.880000+00:00,1704252600000,2370.47,2372.16,2367.9,2370.66,2853.68,6763252.5631
2024-01-03 04:30:08.896000+00:00,1704256200000,2373.6,2374.56,2365.06,2372.84,7568.64,17935869.6073
2024-01-03 05:00:43.904000+00:00,1704258000000,2372.84,2378.79,2370.24,2376.85,3831.52,9100080.5502
2024-01-03 05:29:07.840000+00:00,1704259800000,2376.85,2382.08,2374.49,2378.9,5955.5,14169131.7587
2024-01-03 06:30:17.856000+00:00,1704263400000,2382.21,2382.21,2376.67,2377.39,4661.25,11093258.2698
2024-01-03 07:00:52.864000+00:00,1704265200000,2377.39,2381.6,2374.16,2380.22,9414.94,22398079.986
2024-01-03 07:29:16.800000+00:00,1704267000000,2380.22,2380.69,2357.93,2362.95,23571.0,55788064.0547
2024-01-03 08:30:26.816000+00:00,1704270600000,2370.29,2373.62,2366.63,2372.39,4906.93,11629862.2992
2024-01-03 09:01:01.824000+00:00,1704272400000,2372.39,2379.68,2372.06,2379.01,8224.09,19544552.8507
2024-01-03 09:29:25.760000+00:00,1704274200000,2379.01,2387.48,2376.3,2378.43,15360.25,36593676.0987
2024-01-03 10:30:35.776000+00:00,1704277800000,2375.99,2377.38,2362.54,2366.4,14882.29,35242192.0257
2024-01-03 10:58:59.712000+00:00,1704279600000,2366.4,2367.66,2328.27,2335.4,52680.61,123500199.7922
2024-01-03 11:29:34.720000+00:00,1704281400000,2335.4,2341.4,2290.11,2309.41,94190.25,218476451.6816
2024-01-03 12:30:44.736000+00:00,1704285000000,2203.21,2252.43,2186.09,2249.73,100978.2,223895777.9944
2024-01-03 12:59:08.672000+00:00,1704286800000,2249.73,2249.92,2215.04,2222.64,47276.49,105426035.317
2024-01-03 13:29:43.680000+00:00,1704288600000,2222.64,2234.0,2206.23,2224.47,30981.67,68773012.1294
2024-01-03 14:30:53.696000+00:00,1704292200000,2197.98,2209.8,2193.42,2194.51,22516.74,49546569.271
2024-01-03 14:59:17.632000+00:00,1704294000000,2194.51,2217.92,2190.81,2216.13,25592.33,56419124.7466
2024-01-03 15:29:52.640000+00:00,1704295800000,2216.13,2242.7,2213.0,2241.5,30676.14,68375214.7816
2024-01-03 16:31:02.656000+00:00,1704299400000,2241.68,2241.72,2222.37,2231.83,30789.69,68783747.3593
2024-01-03 16:59:26.592000+00:00,1704301200000,2231.83,2234.34,2213.8,2224.48,16888.33,37535257.3202
2024-01-03 17:30:01.600000+00:00,1704303000000,2224.48,2228.55,2212.48,2224.21,10999.84,24421791.9366
2024-01-03 18:29:00.544000+00:00,1704306600000,2211.31,2215.65,2186.88,2198.96,33407.27,73553384.0131
2024-01-03 18:59:35.552000+00:00,1704308400000,2198.96,2215.16,2197.87,2214.66,19644.79,43346021.3921
2024-01-03 19:30:10.560000+00:00,1704310200000,2214.66,2230.55,2204.37,2207.11,25348.85,56223969.8144
2024-01-03 20:29:09.504000+00:00,1704313800000,2216.26,2224.81,2215.25,2219.4,5678.47,12607163.4248
2024-01-03 20:59:44.512000+00:00,1704315600000,2219.4,2225.66,2212.47,2222.94,8319.14,18471031.9105
2024-01-03 21:30:19.520000+00:00,1704317400000,2222.94,2229.2,2220.55,2227.48,6372.8,14181868.616
2024-01-03 22:29:18.464000+00:00,1704321000000,2211.85,2214.15,2200.0,2206.1,8963.3,19790645.1099
2024-01-03 22:59:53.472000+00:00,1704322800000,2206.1,2209.79,2195.65,2206.79,16246.22,35769960.6978
2024-01-03 23:30:28.480000+00:00,1704324600000,2206.79,2211.25,2204.61,2210.68,3666.86,8094162.7143
2024-01-04 00:29:27.424000+00:00,1704328200000,2210.91,2216.53,2208.78,2211.53,3243.86,7174944.0448
2024-01-04 01:00:02.432000+00:00,1704330000000,2211.53,2215.15,2202.09,2207.68,7874.97,17389100.8483
2024-01-04 01:30:37.440000+00:00,1704331800000,2207.68,2214.51,2205.77,2206.99,5468.58,12081304.9356
2024-01-04 02:29:36.384000+00:00,1704335400000,2222.98,2234.49,2221.02,2232.85,7978.52,17779692.4655
2024-01-04 03:00:11.392000+00:00,1704337200000,2232.85,2241.0,2226.23,2228.4,10487.74,23435518.0059
2024-01-04 03:30:46.400000+00:00,1704339000000,2228.4,2233.02,2226.21,2231.82,4463.05,9951162.0737
2024-01-04 04:29:45.344000+00:00,1704342600000,2238.41,2240.52,2233.35,2238.99,6707.79,15006686.6276
2024-01-04 05:00:20.352000+00:00,1704344400000,2238.99,2242.28,2233.33,2234.5,6795.26,15207823.1506
2024-01-04 05:30:55.360000+00:00,1704346200000,2234.5,2245.48,2233.74,2237.0,10605.13,23751710.3431
2024-01-04 06:29:54.304000+00:00,1704349800000,2238.05,2246.28,2236.55,2239.81,7163.09,16058169.7093
2024-01-04 07:00:29.312000+00:00,1704351600000,2239.81,2242.8,2228.81,2233.09,13552.52,30289308.0203
2024-01-04 07:31:04.320000+00:00,1704353400000,2233.09,2238.2,2222.16,2222.6,12572.7,27997234.4055
2024-01-04 08:30:03.264000+00:00,1704357000000,2223.3,2224.2,2212.41,2217.33,7689.29,17047588.3302
2024-01-04 09:00:38.272000+00:00,1704358800000,2217.33,2223.8,2216.0,2222.92,4566.24,10136865.2056
2024-01-04 09:29:02.208000+00:00,1704360600000,2222.92,2231.57,2222.81,2224.65,10090.78,22469373.3614
2024-01-04 10:30:12.224000+00:00,1704364200000,2212.09,2225.0,2210.96,2223.62,9177.84,20375716.0282
2024-01-04 11:00:47.232000+00:00,1704366000000,2223.62,2227.79,2216.23,2226.22,6793.91,15105979.1793
2024-01-04 11:29:11.168000+00:00,1704367800000,2226.22,2232.27,2224.59,2229.27,7026.18,15662127.3062
2024-01-04 12:30:21.184000+00:00,1704371400000,2231.66,2240.27,2228.85,2237.0,7996.61,17886026.6395
2024-01-04 13:00:56.192000+00:00,1704373200000,2237.0,2238.47,2233.01,2237.42,6228.21,13923495.4374
2024-01-04 13:29:20.128000+00:00,1704375000000,2237.42,2249.1,2232.52,2239.41,15833.2,35497925.7993
2024-01-04 14:30:30.144000+00:00,1704378600000,2236.74,2275.95,2231.18,2274.88,47553.98,107353834.461
2024-01-04 15:01:05.152000+00:00,1704380400000,2274.88,2283.06,2262.79,2280.8,31575.92,71767780.5606
2024-01-04 15:29:29.088000+00:00,1704382200000,2280.8,2287.49,2269.56,2278.47,27640.63,62982478.7337
2024-01-04 16:30:39.104000+00:00,1704385800000,2263.92,2272.49,2259.8,2270.85,12294.28,27853330.4329
2024-01-04 16:59:03.040000+00:00,1704387600000,2270.85,2291.55,2268.2,2281.06,29627.86,67666880.6772
2024-01-04 17:29:38.048000+00:00,1704389400000,2281.06,2285.19,2268.52,2275.66,14683.99,33413387.4217
2024-01-04 18:30:48.064000+00:00,1704393000000,2273.19,2281.49,2272.2,2275.0,7103.7,16176005.4872
2024-01-04 18:59:12+00:00,1704394800000,2275.0,2295.84,2274.54,2289.9,14618.28,33438135.5717
2024-01-04 19:29:47.008000+00:00,1704396600000,2289.9,2291.2,2271.56,2275.2,10992.29,25048323.8566
2024-01-04 20:30:57.024000+00:00,1704400200000,2281.53,2296.68,2273.61,2274.29,24763.18,56627745.3082
2024-01-04 20:59:20.960000+00:00,1704402000000,2274.29,2289.96,2274.21,2285.5,18807.56,42928302.4339
2024-01-04 21:29:55.968000+00:00,1704403800000,2285.5,2286.86,2268.55,2273.86,15390.59,35013687.9713
2024-01-04 22:28:54.912000+00:00,1704407400000,2274.43,2274.43,2262.22,2271.0,13015.98,29532468.4454
2024-01-04 22:59:29.920000+00:00,1704409200000,2271.0,2277.17,2267.5,2276.14,5382.98,12230518.2277
2024-01-04 23:30:04.928000+00:00,1704411000000,2276.14,2276.91,2267.27,2268.3,4494.5,10203473.3085
2024-01-05 00:29:03.872000+00:00,1704414600000,2271.81,2272.18,2261.35,2268.92,9238.21,20930438.1873
2024-01-05 00:59:38.880000+00:00,1704416400000,2268.92,2272.3,2253.44,2257.99,14006.4,31666715.3246
2024-01-05 01:30:13.888000+00:00,1704418200000,2257.99,2259.29,2210.32,2238.82,86732.52,193504091.6058
2024-01-05 02:29:12.832000+00:00,1704421800000,2232.66,2247.53,2232.66,2241.49,4995.42,11201383.8638
2024-01-05 02:59:47.840000+00:00,1704423600000,2241.49,2251.34,2241.04,2247.21,6628.56,14891862.5867
2024-01-05 03:30:22.848000+00:00,1704425400000,2247.21,2248.25,2239.69,2242.97,4629.95,10388157.3594
2024-01-05 04:29:21.792000+00:00,1704429000000,2243.19,2248.46,2238.79,2244.5,4879.49,10952052.9851
2024-01-05 04:59:56.800000+00:00,1704430800000,2244.5,2247.49,2242.88,2245.56,4547.53,10210094.6495
2024-01-05 05:30:31.808000+00:00,1704432600000,2245.56,2248.95,2241.77,2246.75,4541.4,10204323.6986
2024-01-05 06:29:30.752000+00:00,1704436200000,2242.5,2258.59,2240.81,2256.0,9430.68,21237275.9158
2024-01-05 07:00:05.760000+00:00,1704438000000,2256.0,2266.32,2255.0,2264.37,11649.02,26345943.5114
2024-01-05 07:30:40.768000+00:00,1704439800000,2264.37,2264.7,2252.52,2252.81,7925.58,17886032.3505
2024-01-05 08:29:39.712000+00:00,1704443400000,2257.65,2258.72,2250.56,2253.4,4544.22,10242123.4905
2024-01-05 09:00:14.720000+00:00,1704445200000,2253.4,2270.67,2253.13,2259.92,18775.78,42503299.0568
2024-01-05 09:30:49.728000+00:00,1704447000000,2259.92,2268.55,2258.86,2265.74,9942.36,22513235.554
2024-01-05 10:29:48.672000+00:00,1704450600000,2258.11,2258.11,2233.22,2240.81,23190.09,52091102.8078
2024-01-05 11:00:23.680000+00:00,1704452400000,2240.81,2250.76,2239.25,2245.13,14558.65,32692313.9903
2024-01-05 11:30:58.688000+00:00,1704454200000,2245.13,2245.53,2240.36,2242.79,6488.32,14552125.9334
2024-01-05 12:29:57.632000+00:00,1704457800000,2248.79,2251.54,2240.94,2242.49,6854.66,15391815.1735
2024-01-05 13:00:32.640000+00:00,1704459600000,2242.49,2252.17,2241.22,2246.98,7338.09,16491747.2546
2024-01-05 13:28:56.576000+00:00,1704461400000,2246.98,2250.0,2237.38,2247.7,15386.82,34506040.5663
2024-01-05 14:30:06.592000+00:00,1704465000000,2233.19,2243.2,2218.0,2226.8,38327.15,85478458.011
2024-01-05 15:00:41.600000+00:00,1704466800000,2226.8,2242.53,2225.66,2229.85,12307.64,27497699.454
2024-01-05 15:29:05.536000+00:00,1704468600000,2229.85,2235.69,2217.93,2225.32,16588.57,36918057.5005
2024-01-05 16:30:15.552000+00:00,1704472200000,2223.36,2226.81,2209.48,2211.6,17572.32,38973437.4287
2024-01-05 17:00:50.560000+00:00,1704474000000,2211.6,2223.87,2206.05,2219.18,18587.08,41173242.5886
2024-01-05 17:29:14.496000+00:00,1704475800000,2219.18,2233.73,2217.6,2232.41,13133.34,29258786.275
2024-01-05 18:30:24.512000+00:00,1704479400000,2228.29,2238.73,2226.91,2234.14,7767.46,17350135.83
2024-01-05 19:00:59.520000+00:00,1704481200000,2234.14,2238.39,2230.54,2234.36,3381.38,7555785.6805
2024-01-05 19:29:23.456000+00:00,1704483000000,2234.36,2241.8,2231.16,2234.75,8785.86,19648967.7688
2024-01-05 20:30:33.472000+00:00,1704486600000,2236.99,2261.5,2236.01,2248.37,29220.31,65701839.5025
2024-01-05 20:58:57.408000+00:00,1704488400000,2248.37,2248.77,2233.29,2242.05,16392.89,36727614.4026
2024-01-05 21:29:32.416000+00:00,1704490200000,2242.05,2247.42,2237.8,2246.84,6676.9,14969185.6211
2024-01-05 22:30:42.432000+00:00,1704493800000,2242.79,2248.87,2238.08,2247.6,6641.49,14893106.8785
2024-01-05 22:59:06.368000+00:00,1704495600000,2247.6,2278.48,2247.6,2268.09,38127.96,86427464.6092
2024-01-05 23:29:41.376000+00:00,1704497400000,2268.09,2269.52,2260.05,2268.75,7414.79,16797412.0909
2024-01-06 00:30:51.392000+00:00,1704501000000,2263.12,2265.86,2257.79,2263.5,5805.23,13129867.2148
2024-01-06 00:59:15.328000+00:00,1704502800000,2263.5,2263.94,2253.03,2256.61,4520.42,10206316.5731
2024-01-06 01:29:50.336000+00:00,1704504600000,2256.61,2260.73,2253.27,2255.2,3578.43,8078456.642
2024-01-06 02:31:00.352000+00:00,1704508200000,2254.87,2258.41,2254.65,2255.12,2383.16,5377417.6309
2024-01-06 02:59:24.288000+00:00,1704510000000,2255.12,2256.33,2250.24,2254.01,3666.14,8258471.6131
2024-01-06 03:29:59.296000+00:00,1704511800000,2254.01,2255.85,2251.38,2253.56,2808.8,6330112.4227
2024-01-06 04:28:58.240000+00:00,1704515400000,2252.1,2253.4,2245.19,2246.93,4098.97,9217249.5726
2024-01-06 04:59:33.248000+00:00,1704517200000,2246.93,2249.5,2233.8,2236.09,12876.22,28848588.6987
2024-01-06 05:30:08.256000+00:00,1704519000000,2236.09,2243.64,2229.45,2235.17,10404.85,23268179.5826
2024-01-06 06:29:07.200000+00:00,1704522600000,2227.79,2231.51,2216.43,2219.84,14202.07,31577876.1376
2024-01-06 06:59:42.208000+00:00,1704524400000,2219.84,2231.16,2216.17,2230.8,13102.05,29134921.4331
2024-01-06 07:30:17.216000+00:00,1704526200000,2230.8,2233.23,2226.7,2233.02,7125.05,15891955.7186
2024-01-06 08:29:16.160000+00:00,1704529800000,2237.44,2238.0,2230.21,2237.28,4672.75,10441252.6098
2024-01-06 08:59:51.168000+00:00,1704531600000,2237.28,2238.9,2233.49,2238.09,4444.02,9941038.0613
2024-01-06 09:30:26.176000+00:00,1704533400000,2238.09,2238.79,2233.36,2234.4,2005.97,4486028.5796
2024-01-06 10:29:25.120000+00:00,1704537000000,2235.69,2239.36,2234.57,2236.0,3163.99,7075211.4453
2024-01-06 11:00:00.128000+00:00,1704538800000,2236.0,2237.27,2230.73,2237.11,2697.42,6027465.8961
2024-01-06 11:30:35.136000+00:00,1704540600000,2237.11,2239.45,2234.32,2238.86,1800.0,4026979.4502
2024-01-06 12:29:34.080000+00:00,1704544200000,2237.43,2239.22,2227.8,2232.46,8785.56,19608043.1142
2024-01-06 13:00:09.088000+00:00,1704546000000,2232.46,2236.13,2227.99,2233.98,7409.17,16545206.0821
2024-01-06 13:30:44.096000+00:00,1704547800000,2233.98,2238.6,2233.0,2236.71,2294.65,5131471.792
2024-01-06 14:29:43.040000+00:00,1704551400000,2244.86,2248.53,2237.9,2241.63,8000.48,17948854.6952
2024-01-06 15:00:18.048000+00:00,1704553200000,2241.63,2246.21,2238.09,2245.35,4325.32,9703416.7556
2024-01-06 15:30:53.056000+00:00,1704555000000,2245.35,2248.3,2241.34,2246.27,4271.51,9589814.7896
2024-01-06 16:29:52+00:00,1704558600000,2245.15,2247.7,2242.89,2245.25,2122.77,4765351.438
2024-01-06 17:00:27.008000+00:00,1704560400000,2245.25,2247.42,2242.45,2242.69,2108.38,4731742.6555
2024-01-06 17:31:02.016000+00:00,1704562200000,2242.69,2252.58,2242.22,2248.55,4889.56,11000110.6968
2024-01-06 18:30:00.960000+00:00,1704565800000,2249.58,2254.46,2245.8,2246.54,5971.56,13434678.8888
2024-01-06 19:00:35.968000+00:00,1704567600000,2246.54,2247.58,2236.39,2241.44,6543.7,14667798.4263
2024-01-06 19:28:59.904000+00:00,1704569400000,2241.44,2246.27,2239.2,2244.3,3206.36,7193544.7249
2024-01-06 20:30:09.920000+00:00,1704573000000,2243.16,2245.06,2239.23,2241.45,2554.95,5727794.7644
2024-01-06 21:00:44.928000+00:00,1704574800000,2241.45,2242.0,2234.66,2239.78,3949.53,8838523.9144
2024-01-06 21:29:08.864000+00:00,1704576600000,2239.78,2242.58,2237.42,2240.12,1923.89,4309652.3381
2024-01-06 22:30:18.880000+00:00,1704580200000,2236.48,2237.59,2228.72,2236.96,6304.43,14076231.7006
2024-01-06 23:00:53.888000+00:00,1704582000000,2236.96,2237.64,2229.28,2235.8,3367.31,7517961.5335
2024-01-06 23:29:17.824000+00:00,1704583800000,2235.8,2240.56,2235.39,2240.47,4051.4,9068295.541
2024-01-07 00:30:27.840000+00:00,1704587400000,2242.68,2254.0,2242.43,2249.31,5888.04,13242341.4795
2024-01-07 01:01:02.848000+00:00,1704589200000,2249.31,2254.0,2245.49,2250.41,5503.18,12378675.3478
2024-01-07 01:29:26.784000+00:00,1704591000000,2250.41,2251.5,2241.0,2241.0,3950.9,8870776.4203
2024-01-07 02:30:36.800000+00:00,1704594600000,2247.11,2248.48,2235.32,2240.11,5750.19,12875322.2643
2024-01-07 02:59:00.736000+00:00,1704596400000,2240.11,2246.81,2240.11,2243.0,3457.64,7761810.3415
2024-01-07 03:29:35.744000+00:00,1704598200000,2243.0,2243.67,2240.56,2242.16,2496.11,5596246.2348
2024-01-07 04:30:45.760000+00:00,1704601800000,2245.54,2248.99,2245.01,2248.73,1668.17,3749277.8912
2024-01-07 04:59:09.696000+00:00,1704603600000,2248.73,2250.89,2244.67,2245.05,3291.59,7399543.3883
2024-01-07 05:29:44.704000+00:00,1704605400000,2245.05,2246.87,2241.3,2243.04,5347.82,11998932.2482
2024-01-07 06:30:54.720000+00:00,1704609000000,2247.11,2250.14,2245.56,2249.82,2007.0,4510546.4138
2024-01-07 06:59:18.656000+00:00,1704610800000,2249.82,2251.98,2246.91,2249.53,2328.97,5239418.9388
2024-01-07 07:29:53.664000+00:00,1704612600000,2249.53,2251.62,2246.12,2248.96,2125.18,4778812.7321
2024-01-07 08:31:03.680000+00:00,1704616200000,2251.03,2253.45,2238.24,2239.92,11371.95,25532134.9706
2024-01-07 08:59:27.616000+00:00,1704618000000,2239.92,2242.25,2233.6,2234.11,4785.12,10707984.7182
2024-01-07 09:30:02.624000+00:00,1704619800000,2234.11,2237.35,2230.2,2233.0,6325.44,14126669.5029
2024-01-07 10:29:01.568000+00:00,1704623400000,2237.36,2238.74,2235.76,2237.0,2748.92,6149727.9552
2024-01-07 10:59:36.576000+00:00,1704625200000,2237.0,2241.61,2233.76,2239.26,4221.13,9447366.0846
2024-01-07 11:30:11.584000+00:00,1704627000000,2239.26,2242.6,2236.01,2236.97,5549.36,12431900.9355
2024-01-07 12:29:10.528000+00:00,1704630600000,2236.2,2241.57,2236.2,2237.8,4569.92,10232203.8908
2024-01-07 12:59:45.536000+00:00,1704632400000,2237.8,2253.33,2237.28,2252.94,11278.12,25333487.4252
2024-01-07 13:30:20.544000+00:00,1704634200000,2252.94,2258.45,2247.23,2252.01,10626.51,23932935.4075
2024-01-07 14:29:19.488000+00:00,1704637800000,2246.36,2249.25,2243.0,2249.21,3351.82,7530441.9538
